track,frame_idx,instance.score,left_pec_fin_tip.x,left_pec_fin_tip.y,left_pec_fin_tip.score,right_eye.x,right_eye.y,right_eye.score,left_eye.x,left_eye.y,left_eye.score,right_pec_fin_base.x,right_pec_fin_base.y,right_pec_fin_base.score,anus.x,anus.y,anus.score,hyoid.x,hyoid.y,hyoid.score,dorsal_caudal.x,dorsal_caudal.y,dorsal_caudal.score,peduncle.x,peduncle.y,peduncle.score,pelvic_fin_base.x,pelvic_fin_base.y,pelvic_fin_base.score,ventral_caudal.x,ventral_caudal.y,ventral_caudal.score,right_pec_fin_tip.x,right_pec_fin_tip.y,right_pec_fin_tip.score,left_pec_fin_base.x,left_pec_fin_base.y,left_pec_fin_base.score,snout.x,snout.y,snout.score
,10,1.6706846952438354,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,588.4031372070312,348.8949890136719,0.8832899928092957,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
,12,1.107027292251587,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,484.1932067871094,360.4342346191406,0.6434662342071533,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
,13,1.7986488342285156,,,0.0,,,0.0,,,0.0,,,0.0,1320.1519775390625,400.47125244140625,0.4919039309024811,,,0.0,436.94500732421875,368.9432067871094,0.3759858310222626,,,0.0,,,0.0,,,0.0,,,0.0,1184.31396484375,412.564208984375,0.24168294668197632,1068.826171875,392.1375427246094,0.3124995529651642
,14,1.7109302282333374,,,0.0,,,0.0,,,0.0,,,0.0,1316.5029296875,393.130615234375,0.3830116391181946,,,0.0,388.78900146484375,401.1954345703125,0.7788265347480774,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
,15,1.5386874675750732,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,804.55859375,440.3779296875,1.0939841270446777,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
,16,1.814317226409912,,,0.0,,,0.0,,,0.0,,,0.0,1292.08056640625,392.77215576171875,0.2364431619644165,,,0.0,744.6292114257812,413.0565490722656,1.1309860944747925,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
,17,0.8396648168563843,,,0.0,,,0.0,,,0.0,,,0.0,1284.294677734375,401.0298767089844,0.5132743716239929,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
,18,2.00571870803833,,,0.0,,,0.0,,,0.0,,,0.0,1292.08935546875,404.5376892089844,0.622236967086792,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1000.355224609375,396.8436584472656,0.506231427192688
,19,2.077134132385254,,,0.0,,,0.0,1019.97802734375,400.82763671875,0.2575123906135559,,,0.0,1276.342529296875,404.8924560546875,0.2612069547176361,,,0.0,,,0.0,,,0.0,1204.293212890625,443.6182556152344,0.20402935147285461,,,0.0,,,0.0,,,0.0,988.5352172851562,400.61199951171875,0.5466175675392151
,20,2.401942729949951,,,0.0,,,0.0,1008.7022094726562,401.15087890625,0.22388386726379395,,,0.0,1268.44921875,392.8953552246094,0.7643933296203613,1044.691162109375,444.6041259765625,0.21341679990291595,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,980.2565307617188,404.2911376953125,0.4194210469722748
,21,2.2622830867767334,,,0.0,1000.2919921875,460.81719970703125,0.24572637677192688,1001.12255859375,401.3180847167969,0.2412029653787613,,,0.0,1268.6580810546875,392.6777038574219,0.5101087093353271,1036.3486328125,448.1136779785156,0.23955528438091278,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,972.6875610351562,400.831787109375,0.3931584060192108
,22,2.4595932960510254,,,0.0,1000.521728515625,464.24200439453125,0.2532598376274109,997.0914306640625,401.373779296875,0.23030303418636322,,,0.0,1260.1517333984375,404.3780822753906,0.45327621698379517,,,0.0,,,0.0,,,0.0,1184.798095703125,447.98291015625,0.3191481828689575,,,0.0,,,0.0,1087.955078125,416.3929138183594,0.21158859133720398,968.2308959960938,400.0456237792969,0.4846372604370117
,23,2.1159534454345703,,,0.0,996.5616455078125,452.1500549316406,0.27280324697494507,,,0.0,,,0.0,1256.1995849609375,416.80615234375,0.26738059520721436,,,0.0,,,0.0,,,0.0,1184.4530029296875,444.6891784667969,0.3109157979488373,,,0.0,,,0.0,,,0.0,960.8837280273438,396.44268798828125,0.511276125907898
,24,2.117168664932251,,,0.0,996.5745849609375,448.405517578125,0.26636794209480286,,,0.0,,,0.0,1255.898193359375,420.5502014160156,0.2912553548812866,,,0.0,,,0.0,,,0.0,1180.6876220703125,441.4298095703125,0.21833279728889465,,,0.0,,,0.0,,,0.0,956.6768188476562,392.68634033203125,0.527299702167511
,25,1.6897252798080444,,,0.0,,,0.0,,,0.0,,,0.0,1260.159423828125,404.1890563964844,0.37182730436325073,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,948.7100830078125,396.6509704589844,0.5199013948440552
,26,2.191298484802246,,,0.0,987.7857666015625,452.5327453613281,0.2150454819202423,,,0.0,,,0.0,1220.6170654296875,376.6117248535156,0.5688877105712891,,,0.0,1413.0361328125,312.5566711425781,0.2590622007846832,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,936.5943603515625,404.6402587890625,0.37855443358421326
,27,2.631009101867676,,,0.0,972.5616455078125,453.05242919921875,0.2765442132949829,,,0.0,,,0.0,1204.052490234375,384.2144775390625,0.39152437448501587,984.6417846679688,443.8970642089844,0.22305749356746674,1424.540283203125,292.5743103027344,0.4621798098087311,,,0.0,1148.542724609375,432.97430419921875,0.39057305455207825,,,0.0,,,0.0,,,0.0,920.953125,408.8365173339844,0.37392279505729675
,28,2.0615639686584473,,,0.0,956.63037109375,452.5339050292969,0.2495862990617752,928.5951538085938,413.18450927734375,0.2059098184108734,,,0.0,,,0.0,,,0.0,1392.3231201171875,265.2034912109375,0.5700961947441101,1424.0894775390625,304.4212341308594,0.21730035543441772,,,0.0,,,0.0,,,0.0,,,0.0,916.2498168945312,404.63580322265625,0.38703933358192444
,29,1.3815443515777588,,,0.0,920.8814697265625,479.9526062011719,0.2563258409500122,,,0.0,,,0.0,,,0.0,,,0.0,1376.2547607421875,248.05117797851562,0.33369728922843933,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,892.3401489257812,408.4774475097656,0.32130879163742065
,30,1.6394505500793457,,,0.0,,,0.0,,,0.0,,,0.0,1152.7464599609375,400.3250732421875,0.23025958240032196,,,0.0,1360.0921630859375,256.5028991699219,0.5144626498222351,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,868.4448852539062,416.9089050292969,0.3172236680984497
,31,2.2987475395202637,,,0.0,876.3175048828125,492.4140625,0.2585532069206238,,,0.0,,,0.0,,,0.0,,,0.0,1332.66748046875,280.40704345703125,0.6791551113128662,1288.244384765625,372.5783996582031,0.38313379883766174,,,0.0,,,0.0,,,0.0,,,0.0,840.2598876953125,428.38763427734375,0.2656269967556
,32,2.1184449195861816,,,0.0,856.5704345703125,492.6438903808594,0.24911804497241974,,,0.0,,,0.0,,,0.0,,,0.0,1132.6324462890625,288.1875915527344,0.28686171770095825,1148.593994140625,408.2528991699219,0.4309401214122772,,,0.0,,,0.0,,,0.0,,,0.0,824.4346313476562,432.53997802734375,0.35655757784843445
,33,2.3611233234405518,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1300.526611328125,272.6070251464844,0.7058699131011963,1252.5435791015625,356.40692138671875,0.5212656259536743,,,0.0,,,0.0,,,0.0,,,0.0,796.7315673828125,440.54681396484375,0.22340889275074005
,34,3.2376556396484375,1273.281494140625,256.94793701171875,0.269758015871048,816.1690673828125,504.4834289550781,0.29146119952201843,804.050537109375,440.32537841796875,0.23538891971111298,,,0.0,,,0.0,,,0.0,1284.3726806640625,256.9218444824219,0.6204460859298706,1244.7449951171875,368.92828369140625,0.8548223376274109,1012.263671875,464.9331359863281,0.21676091849803925,,,0.0,,,0.0,,,0.0,780.4971313476562,440.4029541015625,0.31796425580978394
,35,3.9242794513702393,1272.9671630859375,280.7029724121094,0.30510973930358887,804.6795043945312,511.8027038574219,0.3769727349281311,792.25439453125,440.7972412109375,0.3778058588504791,,,0.0,,,0.0,828.4203491210938,480.5,0.21680694818496704,1284.425537109375,273.1952209472656,0.6879863739013672,1236.2100830078125,400.4461669921875,0.9320354461669922,996.576171875,467.9292907714844,0.2431585043668747,,,0.0,,,0.0,,,0.0,757.16455078125,456.6034851074219,0.34815290570259094
,36,4.456670761108398,1272.8770751953125,308.7809143066406,0.441000372171402,788.6458129882812,512.3425903320312,0.5446423888206482,780.5535888671875,444.59576416015625,0.43464797735214233,,,0.0,,,0.0,812.6233520507812,488.9001770019531,0.3580334186553955,1284.7645263671875,301.490478515625,0.5971546769142151,1232.6142578125,412.59869384765625,0.6905748248100281,984.6686401367188,468.8677673339844,0.29418644309043884,,,0.0,1287.8343505859375,300.60687255859375,0.24451576173305511,876.3953247070312,452.2085876464844,0.21351180970668793,744.7218627929688,472.1919860839844,0.40998193621635437
,37,4.606537818908691,1260.86669921875,321.0313720703125,0.34763088822364807,776.48193359375,512.816162109375,0.5453415513038635,768.8238525390625,448.445068359375,0.3983767330646515,,,0.0,,,0.0,807.962646484375,492.8980712890625,0.33398354053497314,1268.8675537109375,324.1676940917969,0.7269612550735474,1216.3875732421875,408.8750305175781,0.7448456287384033,972.9832153320312,476.35919189453125,0.3307649493217468,,,0.0,,,0.0,864.3309936523438,456.8293151855469,0.22328105568885803,736.2188110351562,472.5682373046875,0.46326687932014465
,38,4.78639030456543,,,0.0,768.6484375,516.1837768554688,0.4738260507583618,764.2583618164062,452.2554931640625,0.42170193791389465,,,0.0,1039.96728515625,448.18060302734375,0.27617311477661133,799.929443359375,496.8799133300781,0.2615467309951782,1264.5003662109375,340.5645446777344,0.8596810698509216,1200.3001708984375,401.16217041015625,0.7980673313140869,968.4608764648438,480.88714599609375,0.3867003321647644,,,0.0,889.0407104492188,612.8788452148438,0.5108191967010498,856.2184448242188,457.5298156738281,0.2441515177488327,728.4964599609375,476.18756103515625,0.36475616693496704
,39,4.271323204040527,,,0.0,764.6306762695312,512.4434814453125,0.2513919770717621,756.5303955078125,448.981689453125,0.29795020818710327,,,0.0,1027.807373046875,460.58636474609375,0.2822275757789612,,,0.0,1240.732666015625,324.6352233886719,1.0839018821716309,1192.796630859375,397.1438903808594,0.7379760146141052,960.7150268554688,487.8326110839844,0.30124741792678833,,,0.0,888.00927734375,612.3041381835938,0.5383389592170715,,,0.0,724.9812622070312,452.47735595703125,0.27381691336631775
,40,3.46553897857666,1228.53759765625,300.538818359375,0.4193108379840851,,,0.0,,,0.0,,,0.0,1028.2833251953125,468.93255615234375,0.30481699109077454,,,0.0,1228.554931640625,301.5037841796875,0.32475540041923523,1188.059814453125,404.260498046875,0.7913103699684143,952.4807739257812,491.86138916015625,0.37099993228912354,,,0.0,883.4848022460938,608.718017578125,0.29938021302223206,,,0.0,720.610595703125,447.64776611328125,0.27869513630867004
,41,3.5450403690338135,1224.277099609375,296.38909912109375,0.2645969092845917,752.4691162109375,508.4361572265625,0.23927165567874908,,,0.0,,,0.0,1020.6278076171875,472.4059143066406,0.28419560194015503,,,0.0,1220.2235107421875,296.4931945800781,0.39075371623039246,1184.0714111328125,424.42767333984375,0.8252745866775513,944.451904296875,492.8079528808594,0.38157641887664795,,,0.0,860.2680053710938,592.26513671875,0.2636309564113617,,,0.0,712.6810913085938,448.00994873046875,0.3363387882709503
,42,4.420139789581299,1208.9208984375,320.25762939453125,0.3633955121040344,744.26416015625,516.5448608398438,0.2501331567764282,728.722412109375,452.2787170410156,0.4207698106765747,,,0.0,1020.6304321289062,456.18206787109375,0.3594825565814972,764.5640869140625,492.9974670410156,0.3510766625404358,1212.9779052734375,315.7066345214844,0.5056599378585815,1183.7017822265625,444.88006591796875,0.7035341858863831,936.6724243164062,487.7682800292969,0.20078839361667633,,,0.0,864.7274169921875,584.3517456054688,0.564329206943512,824.0502319335938,457.1097412109375,0.20822197198867798,696.7343139648438,460.7290954589844,0.31973913311958313
,43,5.229496002197266,1204.5933837890625,348.3477478027344,0.3140062987804413,724.593994140625,524.392333984375,0.4565686583518982,716.1491088867188,456.6977844238281,0.5124371647834778,,,0.0,1004.1245727539062,444.5806579589844,0.38601043820381165,748.4261474609375,497.130126953125,0.42451944947242737,1208.3685302734375,344.8664855957031,0.7501010894775391,1160.544189453125,447.8214416503906,0.5798276662826538,920.3455810546875,484.5965881347656,0.2683430016040802,,,0.0,864.4052734375,576.4796752929688,0.8071656227111816,808.3702392578125,461.1671447753906,0.27976465225219727,680.6868286132812,476.4678039550781,0.2622286379337311
,44,4.3962907791137695,1192.829833984375,364.3016052246094,0.3042105436325073,712.5392456054688,524.393798828125,0.6017442941665649,704.6716918945312,456.35064697265625,0.45832738280296326,,,0.0,980.6156616210938,460.473876953125,0.24487417936325073,744.162109375,500.1458435058594,0.29562485218048096,1196.568359375,364.0725402832031,0.5267183184623718,1152.5076904296875,416.53363037109375,0.6677341461181641,904.9265747070312,492.5992431640625,0.24473585188388824,,,0.0,848.8609619140625,580.5340576171875,0.27921247482299805,800.1550903320312,468.45599365234375,0.27230557799339294,676.0099487304688,460.3767395019531,0.24935859441757202
,45,4.0084757804870605,1196.5013427734375,340.42236328125,0.21799875795841217,696.5740356445312,516.435791015625,0.27094581723213196,691.8206787109375,451.98675537109375,0.25900331139564514,,,0.0,964.86572265625,472.4562072753906,0.37907642126083374,,,0.0,1192.58349609375,352.58453369140625,0.8190003037452698,1132.7650146484375,404.2836608886719,0.6630634665489197,888.8049926757812,496.7329406738281,0.30490055680274963,,,0.0,,,0.0,784.5760498046875,468.05609130859375,0.3463844954967499,660.338134765625,476.7967834472656,0.2299933135509491
,46,3.0901031494140625,1156.102783203125,324.8947448730469,0.25657913088798523,684.1844482421875,508.8184509277344,0.3538280427455902,672.6715698242188,444.3192443847656,0.22418683767318726,,,0.0,953.0115356445312,476.191162109375,0.34333840012550354,,,0.0,,,0.0,1124.152587890625,420.66058349609375,0.8086815476417542,864.3843994140625,496.8359069824219,0.2840029001235962,,,0.0,,,0.0,,,0.0,644.0951538085938,443.96826171875,0.22346055507659912
,47,4.461678504943848,1160.2708740234375,328.8760070800781,0.28517404198646545,664.7959594726562,511.9231872558594,0.5557217597961426,652.7759399414062,443.94342041015625,0.2668648362159729,,,0.0,948.5253295898438,468.5556335449219,0.27702659368515015,688.7122192382812,489.1587829589844,0.33349400758743286,1156.594970703125,329.08929443359375,0.4027268886566162,1116.9493408203125,452.6305236816406,0.5300893783569336,856.546142578125,493.2520446777344,0.3381634056568146,,,0.0,780.2677001953125,580.114501953125,0.5587067604064941,748.6492309570312,456.7906188964844,0.4569149911403656,624.4954833984375,472.9388427734375,0.26529768109321594
,48,4.475191116333008,1132.6190185546875,367.9213562011719,0.22987443208694458,648.2703247070312,512.66064453125,0.44746047258377075,632.3949584960938,444.3843078613281,0.3614591360092163,,,0.0,932.3051147460938,453.1865234375,0.22298552095890045,668.6458129882812,492.80462646484375,0.48376747965812683,1140.4393310546875,363.778076171875,0.7106700539588928,1092.349609375,454.0172424316406,0.30876702070236206,836.9080200195312,484.8363342285156,0.21420438587665558,,,0.0,776.4524536132812,568.0092163085938,0.5733330249786377,728.7010498046875,457.251220703125,0.3999350965023041,604.9644165039062,480.51263427734375,0.24864794313907623
,49,4.783037185668945,,,0.0,628.4093627929688,515.926513671875,0.4907788634300232,612.3757934570312,444.66387939453125,0.3695330023765564,,,0.0,904.7711791992188,456.41973876953125,0.3319719433784485,648.7841796875,492.93719482421875,0.49549198150634766,1128.1806640625,384.9818420410156,0.9183155298233032,1060.6287841796875,440.19464111328125,0.6036376357078552,816.7979125976562,484.976806640625,0.42331019043922424,,,0.0,756.4933471679688,564.5213623046875,0.3776825964450836,704.2293090820312,460.4391174316406,0.2958732545375824,,,0.0
,50,4.406303405761719,,,0.0,608.0450439453125,512.5798950195312,0.2674998939037323,593.1024169921875,448.239990234375,0.41825851798057556,,,0.0,880.5664672851562,464.55511474609375,0.42332255840301514,632.0810546875,489.2265625,0.4831475615501404,1131.6998291015625,492.342041015625,0.5124417543411255,1044.6458740234375,420.44451904296875,0.6706083416938782,800.4055786132812,488.53302001953125,0.38854944705963135,,,0.0,736.23876953125,564.896240234375,0.25666943192481995,680.705078125,460.1073303222656,0.3332653045654297,557.1800537109375,472.53289794921875,0.2677967846393585
,51,5.216934680938721,1084.2652587890625,340.86102294921875,0.23650118708610535,584.542236328125,512.3267822265625,0.45158958435058594,580.048095703125,444.5036926269531,0.42476606369018555,,,0.0,864.5245971679688,468.8887939453125,0.6349464058876038,616.3549194335938,488.1314392089844,0.46801504492759705,1080.4510498046875,352.1997985839844,0.6383680701255798,1028.0679931640625,416.41314697265625,0.7997555732727051,780.76953125,496.1256408691406,0.4545575678348541,,,0.0,715.9654541015625,572.2705688476562,0.23439638316631317,668.53125,456.7862548828125,0.3832663595676422,541.3741455078125,464.69110107421875,0.33376577496528625
,52,5.61702823638916,1088.4107666015625,336.6911926269531,0.3269864022731781,568.8203125,508.4815673828125,0.4752320349216461,568.2418823242188,440.5020751953125,0.6183604598045349,636.309814453125,524.1295166015625,0.2126416265964508,852.71435546875,472.7859802246094,0.5358690023422241,600.1426391601562,484.62249755859375,0.45838311314582825,1073.0089111328125,344.56597900390625,0.39432427287101746,1016.79052734375,420.43914794921875,0.7144221067428589,768.5858154296875,496.9468994140625,0.6017229557037354,,,0.0,696.1432495117188,576.3565063476562,0.20754693448543549,656.7346801757812,456.2900695800781,0.46722087264060974,528.3768310546875,460.5938720703125,0.5400486588478088
,53,6.275427341461182,1072.5023193359375,336.50335693359375,0.21359698474407196,556.5084838867188,504.515625,0.3200877904891968,552.8435668945312,436.7746276855469,0.6105743050575256,616.8101196289062,524.0203247070312,0.4077881872653961,844.6240844726562,472.7377624511719,0.721568763256073,584.4423828125,484.10052490234375,0.32348042726516724,1084.00390625,344.2215270996094,0.5930251479148865,1015.9036865234375,428.30206298828125,0.6826637387275696,756.7774047851562,496.66534423828125,0.5622424483299255,,,0.0,664.1996459960938,588.9771728515625,0.7197518348693848,644.5349731445312,455.9806213378906,0.515567421913147,516.4111938476562,460.4186706542969,0.5223322510719299
,54,6.394650936126709,1060.5914306640625,352.53778076171875,0.28773054480552673,548.1419677734375,504.3266296386719,0.25977274775505066,544.0620727539062,436.22784423828125,0.6160921454429626,608.3179321289062,524.1220092773438,0.3798813223838806,836.6763305664062,468.32275390625,0.6544781923294067,576.0565185546875,480.9969482421875,0.33274543285369873,1071.8780517578125,347.98895263671875,0.6650542616844177,1008.2014770507812,440.74169921875,0.7267552614212036,748.6524658203125,496.389404296875,0.46434667706489563,,,0.0,648.460693359375,588.5695190429688,0.763752281665802,636.245361328125,452.79144287109375,0.5701434016227722,504.3089599609375,456.74066162109375,0.6003059148788452
,55,5.882976531982422,1061.871337890625,380.7057800292969,0.23742598295211792,540.387451171875,500.90972900390625,0.3010784983634949,532.9605102539062,432.758056640625,0.562140166759491,600.7344360351562,520.6510620117188,0.36587443947792053,828.6607055664062,464.0751953125,0.5365297794342041,564.759033203125,480.7265930175781,0.319870263338089,1076.21044921875,376.16668701171875,0.9075268507003784,996.458984375,448.2846984863281,0.6410301923751831,740.3265991210938,488.8619384765625,0.43012723326683044,,,0.0,644.0413818359375,588.3087768554688,0.3911575973033905,627.9837646484375,452.1374206542969,0.5281168222427368,493.3450927734375,456.4640197753906,0.5358598828315735
,56,5.345484256744385,,,0.0,,,0.0,528.4404907226562,432.1930236816406,0.5030837655067444,592.4190063476562,516.9782104492188,0.30593961477279663,820.3372802734375,460.4093322753906,0.4424893856048584,560.2818603515625,480.2186584472656,0.3242776691913605,1064.7716064453125,400.5880126953125,0.721969485282898,980.6124877929688,444.2351989746094,0.7311720252037048,732.30029296875,488.6650085449219,0.4235086739063263,,,0.0,628.7885131835938,584.8245239257812,0.4874137341976166,620.1776733398438,448.7280578613281,0.47087424993515015,489.1528015136719,456.3090515136719,0.5011467933654785
,57,5.03784704208374,,,0.0,501.17730712890625,480.66796875,0.2112051099538803,523.9526977539062,428.8114929199219,0.4930487871170044,588.1198120117188,516.7916259765625,0.27314430475234985,812.8074951171875,460.2762756347656,0.38314899802207947,556.1760864257812,476.8106689453125,0.30476072430610657,1060.1456298828125,408.0377197265625,0.6376299262046814,968.767822265625,436.3518981933594,0.7640633583068848,724.7398071289062,485.03729248046875,0.4306494891643524,,,0.0,624.858154296875,584.6009521484375,0.5394783020019531,616.021484375,448.1808166503906,0.3675706386566162,484.9815368652344,456.3406066894531,0.3647550642490387
,58,4.659236431121826,,,0.0,504.45196533203125,484.4673767089844,0.22835493087768555,516.0257568359375,428.65087890625,0.5008286833763123,580.5888671875,515.9732055664062,0.32379937171936035,808.246337890625,457.151123046875,0.46042293310165405,548.1700439453125,473.08160400390625,0.34147635102272034,1052.310791015625,392.5237731933594,0.626855731010437,964.433349609375,432.52252197265625,0.5702096223831177,720.5355224609375,484.9886779785156,0.4126617908477783,,,0.0,616.8477172851562,584.8192138671875,0.2902505695819855,608.5241088867188,445.2225646972656,0.38649752736091614,477.2571716308594,448.5015563964844,0.26243770122528076
,59,5.565722942352295,1025.9332275390625,365.08447265625,0.28908032178878784,504.7027893066406,488.059326171875,0.3099285960197449,512.3045654296875,424.4455871582031,0.5686359405517578,576.3956298828125,512.8943481445312,0.2782076597213745,804.2931518554688,456.53057861328125,0.4621219038963318,540.5906982421875,472.0516052246094,0.3328598141670227,1052.28955078125,380.4299011230469,0.5037198662757874,960.3197631835938,432.62652587890625,0.7348020076751709,716.6323852539062,484.6010437011719,0.45034125447273254,,,0.0,615.9420166015625,592.8479614257812,0.7528254389762878,604.487060546875,444.2638854980469,0.3847942352294922,472.8596496582031,444.7640686035156,0.38180047273635864
,60,5.170655727386475,1033.0477294921875,361.56658935546875,0.3618669807910919,500.61077880859375,484.3987121582031,0.34919726848602295,508.7730407714844,424.1529846191406,0.5963556170463562,575.9440307617188,516.2103881835938,0.25229567289352417,804.0784912109375,456.45391845703125,0.3530023694038391,536.6533203125,468.2773742675781,0.32316097617149353,1048.306884765625,372.7070617675781,0.48669737577438354,960.3602294921875,432.4933776855469,0.7158716917037964,712.6939086914062,480.8169860839844,0.49618417024612427,,,0.0,612.144775390625,581.1282958984375,0.3081241548061371,604.091064453125,440.9401550292969,0.35739389061927795,472.35980224609375,440.8392639160156,0.4560360610485077
,61,5.956485748291016,1032.87060546875,356.939697265625,0.3039976954460144,504.3032531738281,484.69903564453125,0.36180683970451355,508.7320556640625,420.6201171875,0.6325907707214355,576.0897216796875,515.8726806640625,0.26613467931747437,800.8488159179688,456.1325378417969,0.34588101506233215,540.2073974609375,465.15966796875,0.35394829511642456,1040.6181640625,364.7001953125,0.7117708325386047,960.1358032226562,432.7796630859375,0.7588868737220764,712.7750854492188,480.3481140136719,0.47746264934539795,,,0.0,608.8980712890625,576.981689453125,0.6912559270858765,604.0869750976562,437.2043762207031,0.3929615914821625,469.0468444824219,440.5549621582031,0.5522739887237549
,62,6.10905647277832,,,0.0,508.34307861328125,484.96490478515625,0.36625728011131287,508.86895751953125,420.4478454589844,0.6264793276786804,576.0064697265625,512.6268920898438,0.2853523790836334,804.0034790039062,452.6655578613281,0.40551018714904785,540.5114135742188,468.0307312011719,0.36872202157974243,1040.6474609375,360.4985656738281,0.8478160500526428,964.0570068359375,436.4579162597656,0.724021315574646,716.28955078125,476.8652038574219,0.4378873109817505,,,0.0,624.5633544921875,576.6463012695312,0.6449064016342163,604.2702026367188,436.5911560058594,0.4566827416419983,469.1898193359375,440.5801696777344,0.6319957375526428
