track,frame_idx,instance.score,left_pec_fin_tip.x,left_pec_fin_tip.y,left_pec_fin_tip.score,right_eye.x,right_eye.y,right_eye.score,left_eye.x,left_eye.y,left_eye.score,right_pec_fin_base.x,right_pec_fin_base.y,right_pec_fin_base.score,anus.x,anus.y,anus.score,hyoid.x,hyoid.y,hyoid.score,dorsal_caudal.x,dorsal_caudal.y,dorsal_caudal.score,peduncle.x,peduncle.y,peduncle.score,pelvic_fin_base.x,pelvic_fin_base.y,pelvic_fin_base.score,ventral_caudal.x,ventral_caudal.y,ventral_caudal.score,right_pec_fin_tip.x,right_pec_fin_tip.y,right_pec_fin_tip.score,left_pec_fin_base.x,left_pec_fin_base.y,left_pec_fin_base.score,snout.x,snout.y,snout.score
,0,7.59194278717041,1124.9586181640625,316.47021484375,0.3331087827682495,956.6875610351562,404.8439636230469,0.6817359328269958,964.23974609375,340.1607666015625,0.9051377177238464,1040.2457275390625,420.70196533203125,0.705964207649231,1268.5657958984375,372.5359802246094,0.868373692035675,988.6007690429688,380.552734375,0.8167893290519714,,,0.0,,,0.0,1180.279541015625,380.4517822265625,1.0089308023452759,,,0.0,1112.3997802734375,464.5489196777344,0.7258687019348145,1056.50341796875,344.2472839355469,0.6682156920433044,928.5380859375,376.2292785644531,0.7693347334861755
,1,7.36887788772583,1128.168701171875,319.8223876953125,0.34286296367645264,956.1432495117188,404.6128234863281,0.7454081773757935,964.2321166992188,340.0928039550781,0.9083499312400818,1039.9822998046875,420.8484191894531,0.64942866563797,1268.0794677734375,365.01043701171875,0.9510911703109741,988.454833984375,380.4970703125,0.8438843488693237,,,0.0,,,0.0,1180.0496826171875,380.4346008300781,1.003911018371582,,,0.0,1108.4052734375,460.6363220214844,0.4567621350288391,1056.363037109375,344.5287170410156,0.653012752532959,928.454345703125,372.93817138671875,0.7339286208152771
,2,7.276495933532715,1128.9124755859375,323.4398498535156,0.3720155358314514,952.7788696289062,400.7427062988281,0.8115978240966797,964.4080200195312,336.5368347167969,0.9124610424041748,1036.12890625,420.3473205566406,0.6248518228530884,1264.7216796875,368.11383056640625,0.9611726403236389,988.2930908203125,379.8890075683594,0.9094409942626953,,,0.0,,,0.0,1176.9061279296875,384.1706237792969,0.9556612372398376,,,0.0,1107.9873046875,456.902099609375,0.22865872085094452,1056.1981201171875,344.23004150390625,0.7077125906944275,928.3693237304688,369.04925537109375,0.6876776814460754
,3,7.3491411209106445,1132.962646484375,324.09136962890625,0.39431408047676086,952.5057983398438,396.10504150390625,0.8201380372047424,964.4718627929688,332.1954040527344,0.8802568912506104,1032.423095703125,416.0102844238281,0.6472911238670349,1264.7615966796875,372.24237060546875,0.9229093790054321,988.3377685546875,372.64923095703125,0.9490905404090881,,,0.0,,,0.0,1180.0601806640625,384.6802673339844,0.9577064514160156,,,0.0,1103.850830078125,456.41448974609375,0.27203258872032166,1056.28759765625,340.3550720214844,0.7706954479217529,928.5982666015625,364.70684814453125,0.6618165373802185
,4,7.192471504211426,1136.4244384765625,323.25335693359375,0.3092481791973114,952.2827758789062,388.8935852050781,0.8489683866500854,964.6693725585938,328.0086975097656,0.8582819104194641,1032.3919677734375,408.88092041015625,0.722366213798523,1268.13134765625,376.92822265625,0.769058108329773,988.249267578125,368.4058837890625,0.9559332132339478,,,0.0,,,0.0,1180.320068359375,384.87554931640625,0.9728401303291321,,,0.0,1099.98828125,453.0689392089844,0.30316948890686035,1056.324951171875,336.2623291015625,0.7397289872169495,928.455078125,360.0033264160156,0.6461393237113953
,5,7.240812301635742,1132.3841552734375,315.82012939453125,0.3231082558631897,952.82080078125,388.6336364746094,0.8071618676185608,964.3050537109375,324.4040222167969,0.8589534163475037,1032.9188232421875,405.0233154296875,0.7150698900222778,1268.2410888671875,384.1583251953125,0.6902510523796082,988.2479858398438,364.7245788574219,0.9448285698890686,,,0.0,,,0.0,1180.689208984375,380.9139709472656,0.9520040154457092,,,0.0,1100.5704345703125,452.2680358886719,0.49700483679771423,1056.5167236328125,328.8580322265625,0.7223808169364929,928.0185546875,356.8244934082031,0.6670737862586975
,6,7.108649253845215,1132.060546875,308.2634582519531,0.36151349544525146,956.2091674804688,392.29730224609375,0.7357684969902039,960.8859252929688,328.05889892578125,0.8854242563247681,1040.029296875,404.95416259765625,0.6668446063995361,1268.2772216796875,376.8428955078125,0.7352754473686218,988.4349975585938,367.9369812011719,0.8982136249542236,,,0.0,,,0.0,1180.7060546875,372.8316955566406,0.9733827710151672,,,0.0,1108.6678466796875,444.3092956542969,0.47949105501174927,1056.343017578125,328.5523986816406,0.6711713075637817,924.5845336914062,360.8906555175781,0.628526508808136
,7,7.358694553375244,1124.6942138671875,304.3356628417969,0.41946300864219666,956.2288818359375,396.93365478515625,0.6586074829101562,960.09033203125,332.29229736328125,0.9098992347717285,1040.53515625,408.649169921875,0.7121337056159973,1267.971435546875,364.5157470703125,0.7766262292861938,988.2247314453125,371.9794616699219,0.8948566913604736,,,0.0,,,0.0,1180.2386474609375,364.848876953125,1.0359388589859009,,,0.0,1115.9976806640625,440.4751892089844,0.539305567741394,1052.2469482421875,331.9953918457031,0.646631121635437,923.968505859375,368.8016662597656,0.6905503869056702
,8,7.454023361206055,1117.1790771484375,304.42718505859375,0.400928258895874,956.2506713867188,403.9892578125,0.6301746368408203,956.673828125,336.3823547363281,0.9395096302032471,1040.4156494140625,412.6673889160156,0.7670830488204956,1264.816650390625,352.377685546875,0.8823171854019165,984.6488037109375,375.9775390625,0.8766657114028931,,,0.0,,,0.0,1176.870849609375,361.01434326171875,0.9514234066009521,,,0.0,1116.6414794921875,437.3333740234375,0.4910728633403778,1048.2454833984375,333.084228515625,0.7035189270973206,920.773681640625,372.8684997558594,0.7279495596885681
,9,7.5584259033203125,1116.89892578125,307.9542236328125,0.35162851214408875,952.8247680664062,403.9823303222656,0.6669501066207886,956.7030639648438,336.3177185058594,0.9642156362533569,1036.744140625,416.14202880859375,0.7865914106369019,1260.9447021484375,344.9510498046875,0.8898388147354126,984.372802734375,376.2239685058594,0.8484809398651123,,,0.0,,,0.0,1176.3572998046875,364.4078063964844,0.9675968885421753,,,0.0,1116.181396484375,440.7789001464844,0.4748707711696625,1048.2474365234375,336.45989990234375,0.7366541624069214,920.6668701171875,372.5744323730469,0.7890758514404297
,10,7.459118366241455,1120.2698974609375,311.6186218261719,0.4059239327907562,952.134521484375,400.1851501464844,0.6233611702919006,956.7146606445312,332.4259948730469,0.9809030294418335,1032.9617919921875,412.9927062988281,0.7901250123977661,1260.6309814453125,348.144287109375,0.9182775020599365,984.134521484375,372.6689453125,0.8498671650886536,,,0.0,,,0.0,1176.3656005859375,368.5547790527344,0.9609426856040955,,,0.0,1108.6639404296875,444.8611145019531,0.35014912486076355,1048.33935546875,336.64404296875,0.7420710325241089,920.7012329101562,368.46875,0.7673060297966003
,11,7.475872039794922,1124.365478515625,312.5685729980469,0.4053095877170563,945.0264892578125,392.6835632324219,0.6375797986984253,956.4149780273438,328.209716796875,0.9541343450546265,1032.1678466796875,411.99114990234375,0.7407292127609253,1260.9267578125,352.6607971191406,0.9233689308166504,980.6502075195312,368.7160339355469,0.8482291102409363,,,0.0,,,0.0,1176.67333984375,372.61480712890625,0.9503652453422546,,,0.0,1104.4217529296875,448.8891296386719,0.511282205581665,1048.5074462890625,336.1778564453125,0.7114138007164001,920.4700927734375,364.0184631347656,0.7227423787117004
,12,7.33427095413208,1124.8055419921875,312.2312316894531,0.4150913953781128,944.7101440429688,388.7815246582031,0.6663386225700378,952.8447875976562,324.10723876953125,0.8901004791259766,1028.1644287109375,408.02386474609375,0.7227839231491089,1260.551513671875,360.8278503417969,0.9085602760314941,980.1148681640625,364.5783996582031,0.8210598826408386,,,0.0,,,0.0,1172.951904296875,376.2373352050781,0.9450502991676331,,,0.0,1099.7572021484375,448.6075439453125,0.45065996050834656,1048.5302734375,329.05889892578125,0.6937509775161743,916.8868408203125,356.8520812988281,0.7474811673164368
,13,7.423030853271484,1120.6966552734375,308.25732421875,0.4332566559314728,944.40869140625,388.5408935546875,0.7234137654304504,952.0487060546875,320.7518005371094,0.9015074372291565,1024.6622314453125,404.3878173828125,0.7172070741653442,1256.6363525390625,364.9828186035156,0.7998504042625427,976.4601440429688,363.9655456542969,0.8980618119239807,,,0.0,,,0.0,1172.03076171875,372.9047546386719,0.9660430550575256,,,0.0,1093.0133056640625,448.2004699707031,0.4947834014892578,1048.2086181640625,328.0635070800781,0.6663409471511841,916.1602783203125,356.86639404296875,0.753386378288269
,14,7.48240852355957,1116.2926025390625,304.14398193359375,0.44618892669677734,944.3624267578125,392.4796142578125,0.7855240106582642,948.2495727539062,324.4028625488281,0.9551224112510681,1024.56103515625,404.3438415527344,0.7222472429275513,1256.18115234375,364.77301025390625,0.7720282673835754,972.871826171875,364.30145263671875,0.9167312383651733,,,0.0,,,0.0,1168.3265380859375,368.603271484375,0.9775605797767639,,,0.0,1092.571533203125,445.1227722167969,0.4687933027744293,1040.480224609375,325.11419677734375,0.623224139213562,912.618896484375,360.89678955078125,0.7379268407821655
,15,7.6266703605651855,1108.5985107421875,300.8844299316406,0.4076192080974579,940.8624877929688,396.31439208984375,0.7130144238471985,944.524658203125,328.8153991699219,0.9504733085632324,1024.272216796875,408.0149230957031,0.6874158382415771,1256.0018310546875,356.53765869140625,0.8782945275306702,972.308837890625,368.4639587402344,0.859551727771759,,,0.0,,,0.0,1164.6513671875,360.9761657714844,0.9928714632987976,,,0.0,1092.9881591796875,444.6067810058594,0.6239270567893982,1036.2191162109375,328.7286376953125,0.7059800028800964,912.2637329101562,368.6535339355469,0.7377424836158752
,16,7.733398914337158,1101.133056640625,303.6811218261719,0.37411245703697205,940.3946533203125,400.52423095703125,0.7266954183578491,944.1041870117188,335.9416198730469,0.931088924407959,1020.733154296875,409.0271301269531,0.6994909048080444,1252.4432373046875,348.0973815917969,0.8908988237380981,968.7304077148438,372.5001220703125,0.8925678133964539,,,0.0,,,0.0,1160.884033203125,360.48468017578125,0.94992595911026,,,0.0,1096.115234375,444.3595275878906,0.6603375673294067,1032.28173828125,332.95062255859375,0.7116191983222961,908.894287109375,372.5340270996094,0.8224672675132751
,17,7.762595176696777,1097.138671875,304.44073486328125,0.46886321902275085,936.3406982421875,400.436767578125,0.7912132143974304,940.8265991210938,335.9533996582031,0.9226919412612915,1016.9234008789062,412.6507873535156,0.6968764662742615,1248.0634765625,344.1703186035156,0.8097454905509949,968.2320556640625,372.71820068359375,0.856041669845581,,,0.0,,,0.0,1160.2935791015625,364.1632080078125,0.9569510817527771,,,0.0,1088.7716064453125,448.89593505859375,0.5568086504936218,1028.5660400390625,336.3267517089844,0.7469950914382935,908.0904541015625,372.224853515625,0.7984959483146667
,18,7.8138861656188965,1100.28759765625,304.9833068847656,0.5101948976516724,932.1224365234375,396.232177734375,0.7817952036857605,940.5439453125,332.0001220703125,0.9004941582679749,1012.501708984375,412.8177185058594,0.790998101234436,1244.1495361328125,344.4692687988281,0.8371169567108154,964.8633422851562,372.19329833984375,0.8671704530715942,,,0.0,,,0.0,1156.996337890625,368.2351379394531,0.9786941409111023,,,0.0,1076.837890625,460.6969909667969,0.41381168365478516,1028.5718994140625,336.1458435058594,0.7877489328384399,903.982421875,368.04620361328125,0.7399970889091492
,19,8.194581985473633,1096.6326904296875,304.41400146484375,0.6335631608963013,928.3373413085938,392.1722717285156,0.7614850401878357,940.1161499023438,324.80218505859375,0.8838098049163818,1008.6997680664062,411.997314453125,0.7982227206230164,1244.6956787109375,352.0626220703125,0.933022141456604,964.09375,368.2009582519531,0.8746742606163025,,,0.0,,,0.0,1156.7557373046875,372.1949157714844,1.0129773616790771,,,0.0,1064.7808837890625,468.1370849609375,0.6358100771903992,1028.298583984375,332.54486083984375,0.8229448795318604,897.1038818359375,360.09747314453125,0.6435803174972534
,20,8.445141792297363,1096.171875,300.16070556640625,0.7016823291778564,924.921630859375,388.2459411621094,0.7350326180458069,936.2191162109375,320.54266357421875,0.9234728813171387,1004.5880126953125,408.29742431640625,0.8856784701347351,1240.85400390625,360.1392822265625,0.8790059685707092,960.2635498046875,364.0589294433594,0.913354218006134,,,0.0,,,0.0,1156.03662109375,372.9205322265625,1.0142810344696045,,,0.0,1052.3074951171875,468.71038818359375,0.7158522605895996,1024.6142578125,328.3103332519531,0.8292977213859558,896.1466674804688,356.1656799316406,0.6634762287139893
