track,frame_idx,instance.score,Snout.x,Snout.y,Snout.score,BP1.x,BP1.y,BP1.score,BP2.x,BP2.y,BP2.score,BP3.x,BP3.y,BP3.score,BP4.x,BP4.y,BP4.score,BP5.x,BP5.y,BP5.score,BP6.x,BP6.y,BP6.score,Tail.x,Tail.y,Tail.score
,12,6.068774223327637,1732.774169921875,812.961181640625,0.9128645062446594,1844.12548828125,832.6970825195312,0.7818596959114075,1908.7099609375,836.3372192382812,0.7030007243156433,1988.0048828125,824.43310546875,0.7884566187858582,2064.344482421875,812.247802734375,0.7026560306549072,2132.392578125,808.0385131835938,0.6117238998413086,2204.443359375,836.893798828125,0.7556917071342468,2232.243896484375,904.8031005859375,0.8125209212303162
,13,6.083316802978516,1732.3399658203125,812.8057250976562,0.9168221950531006,1840.782470703125,832.6817626953125,0.7807665467262268,1908.55859375,836.48779296875,0.7107610106468201,1988.11962890625,824.679931640625,0.7897494435310364,2064.478515625,812.2799072265625,0.70170658826828,2132.6416015625,804.9605712890625,0.6109062433242798,2204.62451171875,836.69140625,0.7784926295280457,2232.24755859375,904.3327026367188,0.7941123843193054
,14,6.0568671226501465,1729.0157470703125,812.55126953125,0.9039115309715271,1840.3172607421875,832.5619506835938,0.7690600156784058,1908.2578125,836.6248779296875,0.708878219127655,1984.5478515625,828.1654052734375,0.8109545111656189,2064.3212890625,812.3543701171875,0.6964596509933472,2132.322021484375,804.8128662109375,0.6103179454803467,2204.344970703125,832.9351196289062,0.786349892616272,2231.964111328125,900.2132568359375,0.7709354162216187
,15,6.112360954284668,1728.2523193359375,812.1094970703125,0.9242914319038391,1836.863037109375,832.5227661132812,0.7656159996986389,1908.013916015625,836.7496337890625,0.7026592493057251,1984.4556884765625,828.2703247070312,0.8187099099159241,2064.2392578125,812.4796752929688,0.709143340587616,2128.53564453125,804.8112182617188,0.6145509481430054,2204.266845703125,832.4546508789062,0.8009169101715088,2231.957763671875,896.5667114257812,0.7764729857444763
,16,6.012627601623535,1724.8529052734375,809.0112915039062,0.9066136479377747,1836.35400390625,832.323974609375,0.7720017433166504,1904.4166259765625,836.8317260742188,0.693608820438385,1984.3818359375,828.46533203125,0.8051145076751709,2060.643798828125,812.521728515625,0.7041304707527161,2128.24560546875,804.6383056640625,0.6175736784934998,2200.75146484375,828.7036743164062,0.7961139678955078,2231.773193359375,892.6885375976562,0.7174707651138306
,17,6.060721397399902,1724.3509521484375,808.7313842773438,0.9188939332962036,1832.91015625,832.1930541992188,0.7799263596534729,1904.2255859375,836.9146728515625,0.6921790838241577,1984.3720703125,828.5924072265625,0.805112898349762,2060.573486328125,812.6224975585938,0.7079536318778992,2124.591552734375,804.5924682617188,0.6254165172576904,2200.777587890625,828.2738037109375,0.7919068932533264,2231.98486328125,888.8804931640625,0.7393316626548767
,18,5.9846954345703125,1721.005615234375,808.3390502929688,0.8977371454238892,1832.3570556640625,832.095947265625,0.7848396301269531,1900.655029296875,840.076904296875,0.7005331516265869,1984.1473388671875,828.7772216796875,0.78007972240448,2060.463134765625,812.8414916992188,0.7024840116500854,2124.337158203125,804.5704956054688,0.6342872977256775,2200.489990234375,824.6627197265625,0.787618100643158,2232.0078125,884.8529052734375,0.6971163749694824
,19,6.037108421325684,1720.6336669921875,805.0850219726562,0.9190125465393066,1832.126220703125,832.0927734375,0.7809295654296875,1900.44091796875,840.2816162109375,0.712224006652832,1980.637939453125,832.1373291015625,0.7813088297843933,2060.263671875,816.25341796875,0.7069106101989746,2120.684326171875,804.652587890625,0.640548825263977,2200.278076171875,824.1388549804688,0.7976113557815552,2232.012451171875,880.8934326171875,0.6985628008842468
,20,6.063970565795898,1720.086669921875,804.808837890625,0.9347923398017883,1828.4901123046875,828.9569702148438,0.7801957726478577,1896.76806640625,840.3187866210938,0.7008439302444458,1980.5177001953125,832.3406372070312,0.7618260979652405,2056.645263671875,816.5614624023438,0.7063318490982056,2120.413330078125,804.630126953125,0.6521751284599304,2196.81640625,820.5829467773438,0.7986223101615906,2232.1865234375,880.10009765625,0.7291831970214844
,21,6.09248685836792,1716.7392578125,804.65966796875,0.9314578175544739,1828.2303466796875,828.855712890625,0.7780733108520508,1896.6253662109375,840.354248046875,0.7163712382316589,1980.4854736328125,832.4035034179688,0.7624454498291016,2056.43310546875,816.5910034179688,0.700993001461029,2116.634033203125,804.74609375,0.6664897203445435,2196.685791015625,820.0802001953125,0.7798277735710144,2232.4013671875,876.2794799804688,0.7568284869194031
,22,6.09220027923584,1716.3431396484375,804.3695678710938,0.9209572076797485,1824.8072509765625,828.7025146484375,0.7783081531524658,1896.3526611328125,840.3153076171875,0.7241843342781067,1980.170654296875,832.5848388671875,0.7603282332420349,2056.201416015625,816.8280029296875,0.6854363679885864,2116.28857421875,804.8158569335938,0.6749151945114136,2196.21435546875,816.1294555664062,0.7852635979652405,2232.274169921875,868.6984252929688,0.7628071308135986
,23,6.103917598724365,1712.9002685546875,801.1459350585938,0.8777788281440735,1824.40185546875,828.5609130859375,0.7848825454711914,1892.7181396484375,840.3026123046875,0.7279037237167358,1976.590087890625,832.8441772460938,0.7527249455451965,2052.4990234375,820.283935546875,0.7013676166534424,2112.537109375,808.1918334960938,0.6877498030662537,2192.76416015625,812.3988037109375,0.7946323156356812,2232.5439453125,864.8135375976562,0.7768778800964355
,24,6.111698150634766,1712.0975341796875,800.8041381835938,0.8769859075546265,1820.5816650390625,828.3228149414062,0.7896976470947266,1892.1041259765625,840.3015747070312,0.7301647067070007,1972.7548828125,836.2704467773438,0.7547324895858765,2048.697021484375,820.573486328125,0.7119913697242737,2108.461669921875,808.3959350585938,0.7019508481025696,2188.597412109375,808.2937622070312,0.773057758808136,2232.505859375,860.685791015625,0.7731174230575562
,25,6.169610977172852,1708.7464599609375,800.6126098632812,0.896954357624054,1820.1708984375,828.225830078125,0.7911956310272217,1888.43701171875,840.4176025390625,0.7416998147964478,1972.3155517578125,836.5114135742188,0.7711710333824158,2048.37841796875,820.83642578125,0.7076942324638367,2104.579345703125,808.6640625,0.6940022110939026,2184.670654296875,804.44482421875,0.7399633526802063,2232.572265625,856.5767211914062,0.826930582523346
,26,6.189805030822754,1708.381103515625,800.288330078125,0.8977910280227661,1816.5821533203125,828.0345458984375,0.8091853857040405,1884.5948486328125,840.35205078125,0.7314375638961792,1968.5013427734375,836.9136962890625,0.7889816761016846,2044.404052734375,824.464111328125,0.7109543085098267,2100.381591796875,812.10107421875,0.6877153515815735,2176.583740234375,800.565673828125,0.7175058126449585,2232.37255859375,852.0724487304688,0.8462339043617249
,27,6.221216201782227,1707.9580078125,796.8914794921875,0.8919561505317688,1816.26953125,824.8419189453125,0.8142043948173523,1884.2047119140625,840.4029541015625,0.7328872680664062,1964.77392578125,840.3601684570312,0.8065477013587952,2040.7730712890625,824.83251953125,0.718707263469696,2096.526123046875,812.3969116210938,0.7045988440513611,2172.297607421875,800.17822265625,0.6989194750785828,2232.474365234375,848.416748046875,0.8533949255943298
,28,6.206923961639404,1704.63525390625,796.6075439453125,0.9096398949623108,1812.729248046875,824.6215209960938,0.8245855569839478,1880.610595703125,840.4312133789062,0.7361470460891724,1964.5023193359375,840.648681640625,0.8190275430679321,2040.6253662109375,828.3919067382812,0.7235361337661743,2096.254150390625,812.6820678710938,0.7165949940681458,2164.709228515625,796.9005737304688,0.6812053918838501,2232.224609375,844.5280151367188,0.796187162399292
,29,6.191640853881836,1704.2445068359375,796.4067993164062,0.9142192602157593,1812.47412109375,824.5472412109375,0.8279215097427368,1880.37158203125,840.4560546875,0.7385006546974182,1964.3450927734375,840.812255859375,0.8260587453842163,2040.3092041015625,828.5936279296875,0.7373925447463989,2092.484619140625,816.1023559570312,0.7199523448944092,2160.38427734375,796.7532958984375,0.7004492878913879,2232.204833984375,840.6941528320312,0.7271462678909302
,30,6.167296886444092,1700.865966796875,796.1670532226562,0.8969576358795166,1808.8836669921875,824.1942749023438,0.8173484206199646,1876.6856689453125,840.3585815429688,0.7382733821868896,1960.479736328125,844.0377197265625,0.8283554911613464,2036.6666259765625,828.898193359375,0.7247732877731323,2092.27587890625,816.3125,0.7284712791442871,2156.65673828125,796.7030029296875,0.7017284035682678,2232.618408203125,840.5286865234375,0.7313888669013977
,31,6.184939384460449,1700.45703125,793.0584106445312,0.8967919945716858,1808.6204833984375,824.0009765625,0.8076127767562866,1876.5433349609375,840.4066162109375,0.7490423321723938,1960.3409423828125,844.1423950195312,0.8257243633270264,2036.7564697265625,832.2744140625,0.7141410112380981,2092.55810546875,816.278076171875,0.7356231808662415,2160.481201171875,796.5977172851562,0.7016353011131287,2236.447998046875,840.9645385742188,0.7543684840202332
,32,6.1822099685668945,1700.003662109375,792.8576049804688,0.8946460485458374,1808.184814453125,820.7156982421875,0.795311450958252,1876.1976318359375,840.41552734375,0.7370957136154175,1960.20751953125,844.5621337890625,0.8036787509918213,2036.6673583984375,832.4681396484375,0.7150102257728577,2092.4658203125,816.397216796875,0.7309910655021667,2160.342529296875,796.5101928710938,0.7082766890525818,2236.371337890625,840.3717041015625,0.7971999645233154
,33,6.201583385467529,1696.577392578125,792.6234741210938,0.8967760801315308,1804.5911865234375,820.4458618164062,0.8072801232337952,1872.687255859375,840.31396484375,0.7363537549972534,1956.717529296875,844.9044189453125,0.7866414189338684,2036.5223388671875,832.5877685546875,0.726134181022644,2092.404541015625,816.5982055664062,0.7263171076774597,2160.444091796875,796.5291748046875,0.7090319991111755,2236.333740234375,836.8493041992188,0.8130486607551575
,34,6.201664924621582,1696.0704345703125,792.2423095703125,0.8960923552513123,1800.968505859375,820.1201782226562,0.7857636213302612,1872.276123046875,840.1439208984375,0.737928569316864,1956.44091796875,847.9546508789062,0.7880469560623169,2036.4910888671875,832.8113403320312,0.7289788126945496,2092.27783203125,816.5973510742188,0.7158847451210022,2160.5927734375,796.452392578125,0.7019714117050171,2236.4873046875,836.2811889648438,0.8469982743263245
,35,6.236861228942871,1692.621337890625,791.9546508789062,0.906347930431366,1800.4217529296875,816.7807006835938,0.7900202870368958,1868.8475341796875,840.0966186523438,0.729234516620636,1956.455810546875,848.1655883789062,0.7909858822822571,2036.468017578125,836.2401123046875,0.7233865261077881,2092.33154296875,816.861572265625,0.7411426305770874,2160.320068359375,796.4690551757812,0.6810078024864197,2236.2529296875,832.6753540039062,0.8747356534004211
,36,6.237462043762207,1692.24951171875,788.7719116210938,0.9221193194389343,1796.864013671875,816.5608520507812,0.790776252746582,1868.4862060546875,839.97705078125,0.7293514013290405,1952.7572021484375,848.4191284179688,0.7694020867347717,2036.180419921875,836.3890380859375,0.723648726940155,2088.755859375,820.1495361328125,0.733461320400238,2156.82861328125,796.4766235351562,0.6857892870903015,2236.282958984375,832.2260131835938,0.8829138875007629
,37,6.238340377807617,1689.0081787109375,788.432861328125,0.9138814210891724,1796.5296630859375,816.3421020507812,0.7970290780067444,1868.30615234375,839.9205322265625,0.7286074161529541,1952.694091796875,848.6644897460938,0.7773926854133606,2032.8197021484375,836.7190551757812,0.7244062423706055,2088.65185546875,820.3765258789062,0.7574094533920288,2156.46337890625,796.5376586914062,0.6811612248420715,2232.889404296875,828.5153198242188,0.8584532737731934
,38,6.240873336791992,1688.5850830078125,788.06884765625,0.9277048110961914,1792.8040771484375,816.03662109375,0.7802196145057678,1864.6409912109375,836.73828125,0.745479166507721,1952.3892822265625,848.640869140625,0.7936505675315857,2032.476318359375,840.1661987304688,0.7132828235626221,2088.244384765625,820.646728515625,0.7704190611839294,2152.66162109375,796.7471923828125,0.67556232213974,2232.836669921875,824.8621826171875,0.8345549702644348
,39,6.280399322509766,1688.1444091796875,785.0599365234375,0.9275161623954773,1792.413818359375,812.7775268554688,0.7918857932090759,1864.452880859375,836.7225952148438,0.749694287776947,1952.359130859375,848.8529052734375,0.7919391393661499,2032.4656982421875,840.4732666015625,0.7376105785369873,2088.206787109375,820.8233032226562,0.7751491665840149,2152.5693359375,796.7847290039062,0.6749248504638672,2232.872314453125,824.608154296875,0.8316792845726013
,40,6.252627372741699,1684.8214111328125,784.7852172851562,0.9281443357467651,1788.7413330078125,812.4459838867188,0.8042693734169006,1860.8458251953125,836.506103515625,0.7372616529464722,1948.7122802734375,852.0556640625,0.776420533657074,2028.8258056640625,840.841064453125,0.7199246287345886,2084.5751953125,824.3433837890625,0.7736341953277588,2152.443115234375,796.8124389648438,0.6748462915420532,2232.486328125,820.8533325195312,0.8381264209747314
,41,6.2976579666137695,1684.5421142578125,784.4203491210938,0.9355325698852539,1788.5087890625,812.2279663085938,0.8083929419517517,1860.65869140625,836.3939208984375,0.7486434578895569,1948.60791015625,852.3595581054688,0.7899029850959778,2028.7923583984375,844.1995849609375,0.7201550006866455,2084.6201171875,824.4591674804688,0.7763962745666504,2152.47314453125,796.7728271484375,0.6771029829978943,2232.498046875,820.464111328125,0.8415316343307495
,42,6.278836250305176,1683.9881591796875,784.0360717773438,0.8874213695526123,1784.7523193359375,808.869873046875,0.8227178454399109,1860.12060546875,836.280029296875,0.74033522605896,1948.1363525390625,852.7167358398438,0.7776845097541809,2028.707275390625,844.5242919921875,0.7269856333732605,2084.42041015625,824.6958618164062,0.7731496691703796,2148.8134765625,800.1085205078125,0.6773419976234436,2228.695068359375,816.63525390625,0.8732000589370728
,43,6.354484558105469,1680.58251953125,781.1082153320312,0.9034627079963684,1784.326171875,808.5571899414062,0.842689573764801,1856.5928955078125,836.0733032226562,0.7444109916687012,1944.45947265625,852.9338989257812,0.7906150221824646,2028.407958984375,844.8644409179688,0.7291775345802307,2080.841064453125,828.2094116210938,0.7825465202331543,2148.10205078125,800.243408203125,0.6746734380722046,2228.3642578125,816.1008911132812,0.8869085907936096
,44,6.361606597900391,1680.045166015625,780.8550415039062,0.919424831867218,1780.8651123046875,808.256591796875,0.8353497982025146,1856.1075439453125,832.9008178710938,0.7342460751533508,1940.6883544921875,855.9053955078125,0.7859272360801697,2024.6378173828125,848.48681640625,0.7155442237854004,2080.467041015625,828.4840087890625,0.7922231554985046,2144.494873046875,800.434814453125,0.6779732704162598,2224.97607421875,812.6279296875,0.9009177088737488
,45,6.394479274749756,1676.823486328125,780.6292114257812,0.9316549897193909,1780.6719970703125,808.0806274414062,0.815424919128418,1852.73681640625,832.6435546875,0.7404472231864929,1940.5509033203125,855.9990234375,0.7994319796562195,2024.560546875,848.725830078125,0.7153477668762207,2080.207763671875,828.685302734375,0.7947487235069275,2140.819091796875,800.6296997070312,0.658863365650177,2224.6591796875,812.0989379882812,0.9385600686073303
,46,6.4069600105285645,1676.4522705078125,780.3702392578125,0.9379662871360779,1780.1973876953125,804.6703491210938,0.8102360367774963,1852.316650390625,832.4802856445312,0.7405135631561279,1940.187744140625,856.193603515625,0.811385989189148,2020.776611328125,852.3200073242188,0.7028704285621643,2076.511474609375,832.3189697265625,0.7963500618934631,2136.700439453125,804.040283203125,0.675010621547699,2224.143310546875,808.6427612304688,0.932627260684967
,47,6.402491092681885,1673.044677734375,777.2119750976562,0.9055365920066833,1776.6929931640625,804.4126586914062,0.8025022745132446,1848.7213134765625,832.2044677734375,0.7344925403594971,1936.514892578125,856.307373046875,0.8295596241950989,2020.35009765625,852.6797485351562,0.7165347933769226,2076.121826171875,832.6580200195312,0.7896451354026794,2136.16796875,804.3299560546875,0.7148648500442505,2220.45068359375,808.067138671875,0.9093554615974426
,48,6.413570880889893,1672.5406494140625,776.8993530273438,0.9160727262496948,1776.487060546875,804.1670532226562,0.7831823825836182,1848.5328369140625,832.058349609375,0.7327895164489746,1936.318359375,856.3836669921875,0.8319681286811829,2020.1724853515625,852.9437255859375,0.7101234793663025,2072.600830078125,836.1593017578125,0.8098093271255493,2132.7431640625,804.5413818359375,0.7246888875961304,2220.181640625,804.732421875,0.9049363136291504
,49,6.41900634765625,1671.941650390625,776.5940551757812,0.9112860560417175,1772.9644775390625,800.81396484375,0.7689054608345032,1844.9171142578125,828.66259765625,0.7221211791038513,1932.73583984375,856.4945678710938,0.8206468820571899,2016.599609375,856.4715576171875,0.724756121635437,2072.20703125,836.5314331054688,0.8206624388694763,2132.21484375,804.8369140625,0.7392297387123108,2216.441162109375,804.3169555664062,0.9113984704017639
,50,6.477556228637695,1668.6142578125,776.5390014648438,0.9278169274330139,1772.499267578125,800.5101928710938,0.7903134822845459,1844.5189208984375,828.4889526367188,0.7355574369430542,1932.37890625,856.584228515625,0.8228170275688171,2016.3616943359375,856.8419189453125,0.7147101759910583,2068.68994140625,840.0692749023438,0.8209120631217957,2128.5166015625,808.1629638671875,0.7620792984962463,2212.79052734375,800.9036865234375,0.9033496975898743
,51,6.472390651702881,1668.10302734375,776.324951171875,0.9063670635223389,1768.980224609375,800.1945190429688,0.7945224642753601,1844.1923828125,828.2722778320312,0.7323189973831177,1932.0888671875,856.6991577148438,0.8117383122444153,2016.2716064453125,860.2550048828125,0.719247579574585,2068.57373046875,840.257568359375,0.822999119758606,2128.30322265625,808.2847290039062,0.7721484303474426,2212.283203125,800.258056640625,0.9130486249923706
,52,6.444104194641113,1664.7247314453125,776.1350708007812,0.8951459527015686,1768.5023193359375,796.8890991210938,0.7998968958854675,1840.4573974609375,824.7845458984375,0.736546516418457,1928.1549072265625,856.6024780273438,0.803257405757904,2012.401123046875,860.5883178710938,0.714828610420227,2064.760986328125,840.8017578125,0.8070201873779297,2124.4423828125,808.7403564453125,0.7706857919692993,2208.656494140625,796.9758911132812,0.9167227745056152
,53,6.484132766723633,1664.151611328125,773.1417236328125,0.9018549919128418,1768.205322265625,796.6622924804688,0.803308367729187,1840.270263671875,824.58544921875,0.7503952980041504,1924.6956787109375,856.5480346679688,0.8018069863319397,2012.4296875,860.7772216796875,0.7153635621070862,2064.71435546875,844.0484619140625,0.7985021471977234,2124.33447265625,808.8102416992188,0.7650447487831116,2204.597900390625,796.3583984375,0.9478564858436584
,54,6.510039329528809,1660.63232421875,773.08935546875,0.9124912619590759,1764.6533203125,796.418212890625,0.8120413422584534,1836.86328125,824.3112182617188,0.7432149648666382,1924.457763671875,856.59130859375,0.8079306483268738,2012.2755126953125,860.990478515625,0.7152754664421082,2064.61669921875,844.3322143554688,0.8190571665763855,2124.11865234375,811.9795532226562,0.7588129043579102,2204.22509765625,796.1993408203125,0.9412158131599426
,55,6.497625827789307,1660.1435546875,772.85302734375,0.9233525395393372,1764.200927734375,796.1957397460938,0.8022794723510742,1836.4658203125,824.1275024414062,0.7485673427581787,1920.7381591796875,856.4697875976562,0.8017939329147339,2008.46875,864.60302734375,0.7059594392776489,2060.726806640625,848.198974609375,0.8181506395339966,2120.16845703125,812.5046997070312,0.7731560468673706,2200.24462890625,792.9293823242188,0.9243664741516113
,56,6.484386444091797,1656.8028564453125,772.682861328125,0.9282276034355164,1760.5345458984375,792.8202514648438,0.8116764426231384,1832.60009765625,820.5982666015625,0.7426238059997559,1916.7677001953125,856.1265869140625,0.7858706116676331,2004.60791015625,868.1697387695312,0.7012507915496826,2060.191162109375,848.6025390625,0.8108999133110046,2116.347412109375,816.1102294921875,0.772458016872406,2196.526123046875,792.6970825195312,0.9313793182373047
,57,6.480971813201904,1656.37255859375,772.4976196289062,0.9370204210281372,1760.2021484375,792.6402587890625,0.8007175922393799,1832.2197265625,820.3359985351562,0.7392192482948303,1916.42626953125,855.9532470703125,0.7662299871444702,2004.4656982421875,868.6588134765625,0.724365234375,2056.86669921875,852.181396484375,0.8156826496124268,2116.0517578125,816.3955078125,0.7726444005966187,2192.849365234375,792.3662109375,0.9250921607017517
,58,6.443386077880859,1655.8865966796875,772.310302734375,0.9080042839050293,1756.7193603515625,792.45361328125,0.8106255531311035,1828.4373779296875,816.6961059570312,0.7327601909637451,1912.3831787109375,852.8239135742188,0.7611030340194702,2000.6031494140625,872.03759765625,0.709667980670929,2056.3623046875,852.696044921875,0.8277072906494141,2112.342041015625,816.8414306640625,0.7722156643867493,2192.177978515625,792.1619873046875,0.9213021993637085
,59,6.4526166915893555,1652.578125,772.1975708007812,0.8973904848098755,1756.279296875,792.2694091796875,0.8065677285194397,1824.853515625,816.3311767578125,0.7392606139183044,1908.5604248046875,852.4237060546875,0.7685381770133972,1996.7303466796875,872.5637817382812,0.7282572984695435,2052.579345703125,856.45654296875,0.8279244303703308,2108.343994140625,820.6484375,0.7801684141159058,2184.8154296875,788.849853515625,0.904509425163269
,60,6.371866226196289,1652.0118408203125,772.100830078125,0.8771917223930359,1752.7808837890625,792.04052734375,0.7924090623855591,1824.2158203125,812.7496948242188,0.727677047252655,1904.786376953125,851.933349609375,0.7525091171264648,1996.3170166015625,872.8226928710938,0.7231495380401611,2052.338623046875,856.85791015625,0.8202478289604187,2104.662109375,824.279541015625,0.7793100476264954,2184.233154296875,788.6242065429688,0.8993719220161438
,61,6.389804363250732,1648.4970703125,769.191650390625,0.8733362555503845,1752.326171875,788.6804809570312,0.7909461855888367,1820.6312255859375,812.3555908203125,0.7360219955444336,1904.1326904296875,848.7627563476562,0.766422688961029,1992.334228515625,873.0018310546875,0.718511164188385,2048.80029296875,860.5659790039062,0.8180103898048401,2104.356201171875,824.78759765625,0.7928425073623657,2180.44091796875,788.4952392578125,0.8937130570411682
,62,6.282102584838867,1644.9517822265625,771.9775390625,0.8526294827461243,1748.512451171875,788.3685913085938,0.7938923835754395,1816.6241455078125,808.7137451171875,0.7228832244873047,1900.043701171875,848.138671875,0.7398568391799927,1984.4024658203125,876.0552978515625,0.7179667353630066,2044.712646484375,864.6138916015625,0.8021966814994812,2100.209716796875,832.0287475585938,0.7962469458580017,2176.649169921875,788.3389892578125,0.856430172920227
,63,6.336123943328857,1644.304443359375,769.1660766601562,0.8709440231323242,1748.1409912109375,788.0795288085938,0.7748692631721497,1816.1788330078125,808.3956909179688,0.7287524938583374,1896.2509765625,844.715576171875,0.7456022500991821,1980.482421875,876.2052001953125,0.7121257781982422,2044.4522705078125,868.3186645507812,0.8349688649177551,2096.85595703125,832.59716796875,0.8198832273483276,2172.66748046875,788.1226196289062,0.8489781618118286
,64,6.298164367675781,1640.9039306640625,772.1076049804688,0.8772427439689636,1744.427490234375,784.7628173828125,0.7747325897216797,1812.2001953125,804.7587280273438,0.7257288694381714,1892.054931640625,844.0889892578125,0.7441205382347107,1972.6807861328125,876.215576171875,0.721049964427948,2040.3670654296875,872.2643432617188,0.8127561807632446,2092.85009765625,836.7224731445312,0.8077160120010376,2168.119873046875,788.2230224609375,0.8348177075386047
